,OSEBuildingID,BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,NumberOfUse,BuildingAge,SiteEnergyUse(log(kBtu))
1943,23956,NonResidential,Education,North,1931,1.0,2,23923,0,23923,Education,23923.0,Without,0.0,Without,0.0,69.0,79.40000153,805643.5,0.0,504519.0,301124.0,Compliant,Not outlier,19.51,0.82,1,85,13.599396615949557
1944,23910,NonResidential,Office,Central,1907,1.0,3,25200,0,25200,Office,16000.0,Retail Store,8000.0,Without,0.0,47.0,181.8000031,1748444.25,0.0,1208901.0,539543.0,Compliant,Not outlier,37.08,1.47,2,109,14.374236950504843
1945,23912,NonResidential,Office,Central,1947,1.0,1,45068,0,45068,Office,45068.0,Without,0.0,Without,0.0,100.0,13.19999981,284857.3125,0.0,141784.0,143073.0,Non-Compliant,Low outlier,8.59,0.19,1,69,12.55974367598504
1946,23918,NonResidential,Office,Central,1963,1.0,2,28296,0,28296,Office,26899.0,Without,0.0,Without,0.0,80.0,155.1000061,1328461.25,0.0,1328461.0,0.0,Compliant,Not outlier,9.26,0.33,1,53,14.099531875521752
1950,23930,NonResidential,Distribution Center,Greater duwamish,1968,1.0,1,160000,0,160000,Distribution Center,160000.0,Without,0.0,Without,0.0,94.0,22.70000076,1157976.5,0.0,1157977.0,0.0,Compliant,Not outlier,8.07,0.05,1,48,13.962184643299487
1951,23934,NonResidential,Warehouse,Greater duwamish,1960,1.0,1,53550,0,53550,Warehouse,53550.0,Without,0.0,Without,0.0,11.0,148.5,4590246.5,0.0,1499028.0,3091218.0,Compliant,Not outlier,174.62,3.26,1,56,15.33944428429844
1952,23935,NonResidential,Warehouse,Greater duwamish,1924,1.0,1,38412,0,38412,Warehouse,32000.0,Office,8000.0,Without,0.0,62.0,64.80000305,1628540.0,0.0,421294.0,1207246.0,Compliant,Not outlier,67.05,1.75,2,92,14.303194465877583
1953,23936,NonResidential,Self-Storage Facility,Greater duwamish,1930,1.0,1,25881,0,25881,Self-Storage Facility,25881.0,Without,0.0,Without,0.0,,66.19999695,545426.375,0.0,545426.0,0.0,Compliant,Not outlier,3.8,0.15,1,86,13.209323107226933
1960,23951,NonResidential,Office,Greater duwamish,1953,1.0,1,24291,0,24291,Office,24023.0,Without,0.0,Without,0.0,98.0,57.29999924,655422.375,0.0,329487.0,325936.0,Compliant,Not outlier,19.61,0.81,1,63,13.393035154120934
1961,23952,NonResidential,Warehouse,Greater duwamish,1966,1.0,1,36544,0,36544,Warehouse,36544.0,Without,0.0,Without,0.0,5.0,109.0999985,1269847.75,0.0,1269847.0,0.0,Compliant,Not outlier,8.85,0.24,1,50,14.054407569358602
1963,23958,NonResidential,Warehouse,Greater duwamish,1949,1.0,1,20796,0,20796,Warehouse,20796.0,Without,0.0,Without,0.0,,108.6999969,1324092.125,0.0,416703.0,907389.0,Compliant,Not outlier,51.1,2.46,1,67,14.096237593874168
1964,23960,NonResidential,Distribution Center,Greater duwamish,1947,1.0,1,21349,0,21349,Distribution Center,13000.0,Office,8349.0,Without,0.0,70.0,70.59999847,659761.875,0.0,390044.0,269718.0,Compliant,Not outlier,17.04,0.8,2,69,13.399634253445724
1965,23963,NonResidential,Warehouse,Greater duwamish,1936,1.0,1,38630,0,38630,Warehouse,38500.0,Without,0.0,Without,0.0,33.0,34.0,416885.5938,0.0,416886.0,0.0,Compliant,Not outlier,2.91,0.08,1,80,12.940567107742929
1966,23964,NonResidential,Warehouse,Greater duwamish,1950,1.0,1,20724,0,20724,Warehouse,19224.0,Office,1500.0,Without,0.0,,123.4000015,1832031.5,0.0,303491.0,1528541.0,Compliant,Not outlier,83.3,4.02,2,66,14.420936018391536
1968,23971,NonResidential,Warehouse,Greater duwamish,1955,1.0,1,25375,0,25375,Warehouse,23419.0,Office,2266.0,Without,0.0,,497.5,4069301.5,0.0,4069301.0,0.0,Compliant,Not outlier,28.37,1.12,2,61,15.21898192106848
1969,23975,Nonresidential COS,Warehouse,Greater duwamish,1985,1.0,1,22803,0,22803,Warehouse,19373.0,Other,3430.0,Without,0.0,78.0,73.09999847,764094.5,0.0,413650.0,350444.0,Compliant,Not outlier,21.5,0.94,2,31,13.54644675159902
1970,23976,Nonresidential COS,Mixed Use Property,Greater duwamish,1985,1.0,1,23100,0,23100,Office,11550.0,Public service,11550.0,Without,0.0,,338.7999878,4323672.0,0.0,1572644.0,2751028.0,Compliant,Not outlier,157.07,6.8,2,31,15.279615599174871
1971,23977,NonResidential,Warehouse,Greater duwamish,1951,1.0,1,41550,0,41550,Warehouse,41550.0,Without,0.0,Without,0.0,94.0,48.59999847,642645.1875,0.0,642645.0,0.0,Compliant,Not outlier,4.48,0.11,1,65,13.373348042986159
1972,24009,NonResidential,Other,Greater duwamish,1994,1.0,2,54170,0,54170,Other,54170.0,Without,0.0,Without,0.0,,221.1999969,5804784.5,0.0,2816387.0,2988397.0,Compliant,Not outlier,178.35,3.29,1,22,15.574193049255365
1973,24012,SPS-District K-12,Education,Greater duwamish,2000,1.0,2,64493,0,64493,Education,64493.0,Without,0.0,Without,0.0,85.0,86.59999847,1989763.875,0.0,1671294.0,318470.0,Error - Correct Default Data,Not outlier,28.57,0.44,1,16,14.503526533881626
1974,24018,NonResidential,Education,Southeast,1912,1.0,2,42252,0,42252,Education,42252.0,Without,0.0,Without,0.0,49.0,70.5,2203758.5,0.0,318351.0,1885408.0,Compliant,Not outlier,102.35,2.42,1,104,14.605674869748604
1975,24026,NonResidential,Self-Storage Facility,Greater duwamish,1955,1.0,1,23100,0,23100,Self-Storage Facility,23250.0,Without,0.0,Without,0.0,,101.4000015,863703.0,0.0,693592.0,170111.0,Compliant,Not outlier,13.87,0.6,1,61,13.668984238690618
1977,24030,NonResidential,Retail Store,Greater duwamish,2002,1.0,2,54211,17471,36740,Retail Store,30000.0,Supermarket/Grocery Store,5000.0,Parking,4000.0,100.0,113.6999969,1267463.125,0.0,1267463.0,0.0,Error - Correct Default Data,Not outlier,8.84,0.16,3,14,14.052527921322104
